발생연도,성별,국제질병분류,암종,연령군,발생자수,조발생률
2000,남자,23. C91-C95,백혈병,35-39세,75,3.3
2000,남자,23. C91-C95,백혈병,40-44세,77,3.7
2000,남자,23. C91-C95,백혈병,45-49세,53,3.6
2000,남자,23. C91-C95,백혈병,50-54세,65,5.6
2000,남자,23. C91-C95,백혈병,55-59세,88,8.7
2000,남자,23. C91-C95,백혈병,60-64세,74,8.9
2000,남자,23. C91-C95,백혈병,65-69세,83,15.2
2000,남자,23. C91-C95,백혈병,70-74세,77,23.4
2000,남자,23. C91-C95,백혈병,75-79세,45,21.8
2000,남자,23. C91-C95,백혈병,80-84세,14,14.6
2000,남자,23. C91-C95,백혈병,85세이상,6,13.9
2000,남자,23. C91-C95,백혈병,연령전체,1108,4.6
2000,여자,23. C91-C95,백혈병,00-04세,73,4.7
2000,여자,23. C91-C95,백혈병,05-09세,53,3.2
2000,여자,23. C91-C95,백혈병,10-14세,44,2.9
2000,여자,23. C91-C95,백혈병,15-19세,47,2.5
2000,여자,23. C91-C95,백혈병,20-24세,40,2.1
2000,여자,23. C91-C95,백혈병,25-29세,49,2.2
2000,여자,23. C91-C95,백혈병,30-34세,59,2.7
2000,여자,23. C91-C95,백혈병,35-39세,60,2.8
2000,여자,23. C91-C95,백혈병,40-44세,70,3.5
2000,여자,23. C91-C95,백혈병,45-49세,59,4.1
2000,여자,23. C91-C95,백혈병,50-54세,46,4
2000,여자,23. C91-C95,백혈병,55-59세,52,4.8
2000,여자,23. C91-C95,백혈병,60-64세,69,7.1
2000,여자,23. C91-C95,백혈병,65-69세,62,8.2
2000,여자,23. C91-C95,백혈병,70-74세,54,9.7
2000,여자,23. C91-C95,백혈병,75-79세,48,12.6
2000,여자,23. C91-C95,백혈병,80-84세,11,5.2
2000,여자,23. C91-C95,백혈병,85세이상,6,4.2
2000,여자,23. C91-C95,백혈병,연령전체,902,3.8
2001,남녀전체,23. C91-C95,백혈병,00-04세,177,5.6
2001,남녀전체,23. C91-C95,백혈병,05-09세,142,4
2001,남녀전체,23. C91-C95,백혈병,10-14세,91,2.9
2001,남녀전체,23. C91-C95,백혈병,15-19세,120,3.3
2001,남녀전체,23. C91-C95,백혈병,20-24세,101,2.5
2001,남녀전체,23. C91-C95,백혈병,25-29세,110,2.5
2001,남녀전체,23. C91-C95,백혈병,30-34세,138,3
2001,남녀전체,23. C91-C95,백혈병,35-39세,142,3.3
2001,남녀전체,23. C91-C95,백혈병,40-44세,150,3.5
2001,남녀전체,23. C91-C95,백혈병,45-49세,142,4.5
2001,남녀전체,23. C91-C95,백혈병,50-54세,135,5.6
2001,남녀전체,23. C91-C95,백혈병,55-59세,145,7.1
2001,남녀전체,23. C91-C95,백혈병,60-64세,166,9
2001,남녀전체,23. C91-C95,백혈병,65-69세,175,12.6
2001,남녀전체,23. C91-C95,백혈병,70-74세,135,14.6
2001,남녀전체,23. C91-C95,백혈병,75-79세,82,13.6
2001,남녀전체,23. C91-C95,백혈병,80-84세,48,14.8
2001,남녀전체,23. C91-C95,백혈병,85세이상,9,4.6
2001,남녀전체,23. C91-C95,백혈병,연령전체,2208,4.6
2001,남자,23. C91-C95,백혈병,00-04세,96,5.8
2001,남자,23. C91-C95,백혈병,05-09세,85,4.5
2001,남자,23. C91-C95,백혈병,10-14세,54,3.2
2001,남자,23. C91-C95,백혈병,15-19세,75,4
2001,남자,23. C91-C95,백혈병,20-24세,58,2.8
2001,남자,23. C91-C95,백혈병,25-29세,67,3
2001,남자,23. C91-C95,백혈병,30-34세,69,3
2001,남자,23. C91-C95,백혈병,35-39세,70,3.2
2001,남자,23. C91-C95,백혈병,40-44세,81,3.7
2001,남자,23. C91-C95,백혈병,45-49세,81,5.1
2001,남자,23. C91-C95,백혈병,50-54세,69,5.7
2001,남자,23. C91-C95,백혈병,55-59세,87,8.7
2001,남자,23. C91-C95,백혈병,60-64세,92,10.7
2001,남자,23. C91-C95,백혈병,65-69세,85,14.3
2001,남자,23. C91-C95,백혈병,70-74세,72,20.9
2001,남자,23. C91-C95,백혈병,75-79세,41,19.4
2001,남자,23. C91-C95,백혈병,80-84세,25,24.5
2001,남자,23. C91-C95,백혈병,85세이상,4,8.7
2001,남자,23. C91-C95,백혈병,연령전체,1211,5
2001,여자,23. C91-C95,백혈병,00-04세,81,5.4
2001,여자,23. C91-C95,백혈병,05-09세,57,3.4
2001,여자,23. C91-C95,백혈병,10-14세,37,2.5
2001,여자,23. C91-C95,백혈병,15-19세,45,2.6
2001,여자,23. C91-C95,백혈병,20-24세,43,2.2
2001,여자,23. C91-C95,백혈병,25-29세,43,2
2001,여자,23. C91-C95,백혈병,30-34세,69,3.1
2001,여자,23. C91-C95,백혈병,35-39세,72,3.5
2001,여자,23. C91-C95,백혈병,40-44세,69,3.3
2001,여자,23. C91-C95,백혈병,45-49세,61,3.9
2001,여자,23. C91-C95,백혈병,50-54세,66,5.6
2001,여자,23. C91-C95,백혈병,55-59세,58,5.5
2001,여자,23. C91-C95,백혈병,60-64세,74,7.5
2001,여자,23. C91-C95,백혈병,65-69세,90,11.3
2001,여자,23. C91-C95,백혈병,70-74세,63,10.8
2001,여자,23. C91-C95,백혈병,75-79세,41,10.4
2001,여자,23. C91-C95,백혈병,80-84세,23,10.3
2001,여자,23. C91-C95,백혈병,85세이상,5,3.3
2001,여자,23. C91-C95,백혈병,연령전체,997,4.2
2002,남녀전체,23. C91-C95,백혈병,00-04세,195,6.5
2002,남녀전체,23. C91-C95,백혈병,05-09세,106,3
2002,남녀전체,23. C91-C95,백혈병,10-14세,100,3
2002,남녀전체,23. C91-C95,백혈병,15-19세,89,2.6
2002,남녀전체,23. C91-C95,백혈병,20-24세,104,2.6
2002,남녀전체,23. C91-C95,백혈병,25-29세,111,2.7
2002,남녀전체,23. C91-C95,백혈병,30-34세,134,2.9
2002,남녀전체,23. C91-C95,백혈병,35-39세,152,3.6
2002,남녀전체,23. C91-C95,백혈병,40-44세,189,4.3
2002,남녀전체,23. C91-C95,백혈병,45-49세,155,4.6
2002,남녀전체,23. C91-C95,백혈병,50-54세,124,5
2002,남녀전체,23. C91-C95,백혈병,55-59세,155,7.6
2002,남녀전체,23. C91-C95,백혈병,60-64세,184,9.5
2002,남녀전체,23. C91-C95,백혈병,65-69세,188,12.8
2002,남녀전체,23. C91-C95,백혈병,70-74세,154,15.8
2002,남녀전체,23. C91-C95,백혈병,75-79세,98,15.8
2002,남녀전체,23. C91-C95,백혈병,80-84세,64,18.5
2002,남녀전체,23. C91-C95,백혈병,85세이상,16,7.7
2002,남녀전체,23. C91-C95,백혈병,연령전체,2318,4.8
2002,남자,23. C91-C95,백혈병,00-04세,109,6.9
2002,남자,23. C91-C95,백혈병,05-09세,67,3.6
2002,남자,23. C91-C95,백혈병,10-14세,66,3.8
2002,남자,23. C91-C95,백혈병,15-19세,54,3.1
2002,남자,23. C91-C95,백혈병,20-24세,61,2.9
2002,남자,23. C91-C95,백혈병,25-29세,62,2.9
2002,남자,23. C91-C95,백혈병,30-34세,75,3.2
2002,남자,23. C91-C95,백혈병,35-39세,88,4
2002,남자,23. C91-C95,백혈병,40-44세,112,5
2002,남자,23. C91-C95,백혈병,45-49세,83,4.9
2002,남자,23. C91-C95,백혈병,50-54세,68,5.5
2002,남자,23. C91-C95,백혈병,55-59세,86,8.7
2002,남자,23. C91-C95,백혈병,60-64세,113,12.4
2002,남자,23. C91-C95,백혈병,65-69세,102,16
2002,남자,23. C91-C95,백혈병,70-74세,89,24.3
2002,남자,23. C91-C95,백혈병,75-79세,53,24.5
2002,남자,23. C91-C95,백혈병,80-84세,35,32
2002,남자,23. C91-C95,백혈병,85세이상,8,16.2
2002,남자,23. C91-C95,백혈병,연령전체,1331,5.5
2002,여자,23. C91-C95,백혈병,00-04세,86,6
2002,여자,23. C91-C95,백혈병,05-09세,39,2.4
2002,여자,23. C91-C95,백혈병,10-14세,34,2.2
2002,여자,23. C91-C95,백혈병,15-19세,35,2.1
2002,여자,23. C91-C95,백혈병,20-24세,43,2.2
2002,여자,23. C91-C95,백혈병,25-29세,49,2.4
2002,여자,23. C91-C95,백혈병,30-34세,59,2.6
2002,여자,23. C91-C95,백혈병,35-39세,64,3.1
2002,여자,23. C91-C95,백혈병,40-44세,77,3.6
2002,여자,23. C91-C95,백혈병,45-49세,72,4.3
2002,여자,23. C91-C95,백혈병,50-54세,56,4.6
2002,여자,23. C91-C95,백혈병,55-59세,69,6.6
2002,여자,23. C91-C95,백혈병,60-64세,71,6.9
2002,여자,23. C91-C95,백혈병,65-69세,86,10.3
2002,여자,23. C91-C95,백혈병,70-74세,65,10.7
2002,여자,23. C91-C95,백혈병,75-79세,45,11.1
2002,여자,23. C91-C95,백혈병,80-84세,29,12.2
2002,여자,23. C91-C95,백혈병,85세이상,8,5.1
2002,여자,23. C91-C95,백혈병,연령전체,987,4.1
2003,남녀전체,23. C91-C95,백혈병,00-04세,184,6.5
2003,남녀전체,23. C91-C95,백혈병,05-09세,127,3.7
2003,남녀전체,23. C91-C95,백혈병,10-14세,100,3
2003,남녀전체,23. C91-C95,백혈병,15-19세,85,2.6
2003,남녀전체,23. C91-C95,백혈병,20-24세,87,2.1
2003,남녀전체,23. C91-C95,백혈병,25-29세,103,2.6
2003,남녀전체,23. C91-C95,백혈병,30-34세,108,2.3
2003,남녀전체,23. C91-C95,백혈병,35-39세,146,3.4
2003,남녀전체,23. C91-C95,백혈병,40-44세,157,3.5
2003,남녀전체,23. C91-C95,백혈병,45-49세,171,4.8
2003,남녀전체,23. C91-C95,백혈병,50-54세,128,5
2003,남녀전체,23. C91-C95,백혈병,55-59세,116,5.6
2003,남녀전체,23. C91-C95,백혈병,60-64세,195,9.6
2003,남녀전체,23. C91-C95,백혈병,65-69세,203,13.1
2003,남녀전체,23. C91-C95,백혈병,70-74세,171,16.7
2003,남녀전체,23. C91-C95,백혈병,75-79세,124,19.2
2003,남녀전체,23. C91-C95,백혈병,80-84세,51,13.6
2003,남녀전체,23. C91-C95,백혈병,85세이상,27,12.4
2003,남녀전체,23. C91-C95,백혈병,연령전체,2283,4.7
2003,남자,23. C91-C95,백혈병,00-04세,106,7.1
2003,남자,23. C91-C95,백혈병,05-09세,84,4.6
2003,남자,23. C91-C95,백혈병,10-14세,59,3.3
2003,남자,23. C91-C95,백혈병,15-19세,49,2.9
2003,남자,23. C91-C95,백혈병,20-24세,54,2.6
2003,남자,23. C91-C95,백혈병,25-29세,59,2.9
2003,남자,23. C91-C95,백혈병,30-34세,66,2.8
2003,남자,23. C91-C95,백혈병,35-39세,85,3.9
2003,남자,23. C91-C95,백혈병,40-44세,78,3.4
2003,남자,23. C91-C95,백혈병,45-49세,94,5.2
2003,남자,23. C91-C95,백혈병,50-54세,72,5.6
2003,남자,23. C91-C95,백혈병,55-59세,61,6
2003,남자,23. C91-C95,백혈병,60-64세,102,10.7
2003,남자,23. C91-C95,백혈병,65-69세,103,15.2
2003,남자,23. C91-C95,백혈병,70-74세,92,23.5
2003,남자,23. C91-C95,백혈병,75-79세,61,27.3
2003,남자,23. C91-C95,백혈병,80-84세,20,16.8
2003,남자,23. C91-C95,백혈병,85세이상,4,7.6
2003,남자,23. C91-C95,백혈병,연령전체,1249,5.2
2003,여자,23. C91-C95,백혈병,00-04세,78,5.7
2003,여자,23. C91-C95,백혈병,05-09세,43,2.6
2003,여자,23. C91-C95,백혈병,10-14세,41,2.6
2003,여자,23. C91-C95,백혈병,15-19세,36,2.3
2003,여자,23. C91-C95,백혈병,20-24세,33,1.7
2003,여자,23. C91-C95,백혈병,25-29세,44,2.2
2003,여자,23. C91-C95,백혈병,30-34세,42,1.9
2003,여자,23. C91-C95,백혈병,35-39세,61,2.9
2003,여자,23. C91-C95,백혈병,40-44세,79,3.6
2003,여자,23. C91-C95,백혈병,45-49세,77,4.4
2003,여자,23. C91-C95,백혈병,50-54세,56,4.4
2003,여자,23. C91-C95,백혈병,55-59세,55,5.2
2003,여자,23. C91-C95,백혈병,60-64세,93,8.7
2003,여자,23. C91-C95,백혈병,65-69세,100,11.5
2003,여자,23. C91-C95,백혈병,70-74세,79,12.5
2003,여자,23. C91-C95,백혈병,75-79세,63,15
2003,여자,23. C91-C95,백혈병,80-84세,31,12.1
2003,여자,23. C91-C95,백혈병,85세이상,23,13.9
2003,여자,23. C91-C95,백혈병,연령전체,1034,4.3
2004,남녀전체,23. C91-C95,백혈병,00-04세,162,6
2004,남녀전체,23. C91-C95,백혈병,05-09세,110,3.3
2004,남녀전체,23. C91-C95,백혈병,10-14세,111,3.2
2004,남녀전체,23. C91-C95,백혈병,15-19세,94,3
2004,남녀전체,23. C91-C95,백혈병,20-24세,78,2
2004,남녀전체,23. C91-C95,백혈병,25-29세,88,2.3
2004,남녀전체,23. C91-C95,백혈병,30-34세,129,2.8
2004,남녀전체,23. C91-C95,백혈병,35-39세,128,2.9
2004,남녀전체,23. C91-C95,백혈병,40-44세,187,4.2
2004,남녀전체,23. C91-C95,백혈병,45-49세,180,4.8
2004,남녀전체,23. C91-C95,백혈병,50-54세,156,5.9
2004,남녀전체,23. C91-C95,백혈병,55-59세,168,7.8
2004,남녀전체,23. C91-C95,백혈병,60-64세,204,10.1
2004,남녀전체,23. C91-C95,백혈병,65-69세,205,12.6
2004,남녀전체,23. C91-C95,백혈병,70-74세,157,14.5
2004,남녀전체,23. C91-C95,백혈병,75-79세,121,17.8
2004,남녀전체,23. C91-C95,백혈병,80-84세,71,17.8
2004,남녀전체,23. C91-C95,백혈병,85세이상,23,10.1
2004,남녀전체,23. C91-C95,백혈병,연령전체,2372,4.9
2004,남자,23. C91-C95,백혈병,00-04세,93,6.6
2004,남자,23. C91-C95,백혈병,05-09세,68,3.8
2004,남자,23. C91-C95,백혈병,10-14세,65,3.5
2004,남자,23. C91-C95,백혈병,15-19세,56,3.4
2004,남자,23. C91-C95,백혈병,20-24세,47,2.3
2004,남자,23. C91-C95,백혈병,25-29세,45,2.3
2004,남자,23. C91-C95,백혈병,30-34세,75,3.2
2004,남자,23. C91-C95,백혈병,35-39세,68,3.1
2004,남자,23. C91-C95,백혈병,40-44세,90,4
2004,남자,23. C91-C95,백혈병,45-49세,105,5.5
2004,남자,23. C91-C95,백혈병,50-54세,90,6.8
2004,남자,23. C91-C95,백혈병,55-59세,99,9.3
2004,남자,23. C91-C95,백혈병,60-64세,109,11.5
2004,남자,23. C91-C95,백혈병,65-69세,121,16.8
2004,남자,23. C91-C95,백혈병,70-74세,89,21.1
2004,남자,23. C91-C95,백혈병,75-79세,57,24.2
2004,남자,23. C91-C95,백혈병,80-84세,32,25.3
2004,남자,23. C91-C95,백혈병,85세이상,12,21.4
2004,남자,23. C91-C95,백혈병,연령전체,1321,5.4
2004,여자,23. C91-C95,백혈병,00-04세,69,5.3
2004,여자,23. C91-C95,백혈병,05-09세,42,2.6
2004,여자,23. C91-C95,백혈병,10-14세,46,2.8
2004,여자,23. C91-C95,백혈병,15-19세,38,2.5
2004,여자,23. C91-C95,백혈병,20-24세,31,1.6
2004,여자,23. C91-C95,백혈병,25-29세,43,2.3
2004,여자,23. C91-C95,백혈병,30-34세,54,2.4
2004,여자,23. C91-C95,백혈병,35-39세,60,2.8
2004,여자,23. C91-C95,백혈병,40-44세,97,4.5
2004,여자,23. C91-C95,백혈병,45-49세,75,4
2004,여자,23. C91-C95,백혈병,50-54세,66,5
2004,여자,23. C91-C95,백혈병,55-59세,69,6.3
2004,여자,23. C91-C95,백혈병,60-64세,95,8.9
2004,여자,23. C91-C95,백혈병,65-69세,84,9.3
2004,여자,23. C91-C95,백혈병,70-74세,68,10.3
2004,여자,23. C91-C95,백혈병,75-79세,64,14.3
2004,여자,23. C91-C95,백혈병,80-84세,39,14.3
2004,여자,23. C91-C95,백혈병,85세이상,11,6.4
2004,여자,23. C91-C95,백혈병,연령전체,1051,4.3
2005,남녀전체,23. C91-C95,백혈병,00-04세,162,6.4
2005,남녀전체,23. C91-C95,백혈병,05-09세,93,2.8
2005,남녀전체,23. C91-C95,백혈병,10-14세,114,3.2
2005,남녀전체,23. C91-C95,백혈병,15-19세,92,2.9
2005,남녀전체,23. C91-C95,백혈병,20-24세,89,2.3
2005,남녀전체,23. C91-C95,백혈병,25-29세,91,2.3
2005,남녀전체,23. C91-C95,백혈병,30-34세,135,3
2005,남녀전체,23. C91-C95,백혈병,35-39세,137,3.1
2005,남녀전체,23. C91-C95,백혈병,40-44세,165,3.8
2005,남녀전체,23. C91-C95,백혈병,45-49세,176,4.4
2005,남녀전체,23. C91-C95,백혈병,50-54세,149,5.3
2005,남녀전체,23. C91-C95,백혈병,55-59세,145,6.4
2005,남녀전체,23. C91-C95,백혈병,60-64세,222,11.1
2005,남녀전체,23. C91-C95,백혈병,65-69세,195,11.6
2005,남녀전체,23. C91-C95,백혈병,70-74세,169,14.5
2005,남녀전체,23. C91-C95,백혈병,75-79세,125,17.2
2005,남녀전체,23. C91-C95,백혈병,80-84세,57,13.7
2005,남녀전체,23. C91-C95,백혈병,85세이상,30,12.4
2005,남녀전체,23. C91-C95,백혈병,연령전체,2346,4.8
2005,남자,23. C91-C95,백혈병,00-04세,87,6.6
2005,남자,23. C91-C95,백혈병,05-09세,53,3.1
2005,남자,23. C91-C95,백혈병,10-14세,64,3.4
2005,남자,23. C91-C95,백혈병,15-19세,55,3.3
2005,남자,23. C91-C95,백혈병,20-24세,52,2.7
2005,남자,23. C91-C95,백혈병,25-29세,58,2.9
2005,남자,23. C91-C95,백혈병,30-34세,83,3.7
2005,남자,23. C91-C95,백혈병,35-39세,89,4
2005,남자,23. C91-C95,백혈병,40-44세,86,3.9
2005,남자,23. C91-C95,백혈병,45-49세,102,5
2005,남자,23. C91-C95,백혈병,50-54세,77,5.4
2005,남자,23. C91-C95,백혈병,55-59세,88,7.9
2005,남자,23. C91-C95,백혈병,60-64세,125,13.2
2005,남자,23. C91-C95,백혈병,65-69세,111,14.8
2005,남자,23. C91-C95,백혈병,70-74세,93,20.1
2005,남자,23. C91-C95,백혈병,75-79세,61,24.4
2005,남자,23. C91-C95,백혈병,80-84세,36,27.3
2005,남자,23. C91-C95,백혈병,85세이상,11,18.1
2005,남자,23. C91-C95,백혈병,연령전체,1331,5.5
2005,여자,23. C91-C95,백혈병,00-04세,75,6.2
2005,여자,23. C91-C95,백혈병,05-09세,40,2.5
2005,여자,23. C91-C95,백혈병,10-14세,50,3
2005,여자,23. C91-C95,백혈병,15-19세,37,2.5
2005,여자,23. C91-C95,백혈병,20-24세,37,2
2005,여자,23. C91-C95,백혈병,25-29세,33,1.7
2005,여자,23. C91-C95,백혈병,30-34세,52,2.4
2005,여자,23. C91-C95,백혈병,35-39세,48,2.2
2005,여자,23. C91-C95,백혈병,40-44세,79,3.7
2005,여자,23. C91-C95,백혈병,45-49세,74,3.8
2005,여자,23. C91-C95,백혈병,50-54세,72,5.1
2005,여자,23. C91-C95,백혈병,55-59세,57,5
2005,여자,23. C91-C95,백혈병,60-64세,97,9.2
2005,여자,23. C91-C95,백혈병,65-69세,84,9.1
2005,여자,23. C91-C95,백혈병,70-74세,76,10.8
2005,여자,23. C91-C95,백혈병,75-79세,64,13.4
2005,여자,23. C91-C95,백혈병,80-84세,21,7.4
2005,여자,23. C91-C95,백혈병,85세이상,19,10.5
2005,여자,23. C91-C95,백혈병,연령전체,1015,4.2
2006,남녀전체,23. C91-C95,백혈병,00-04세,173,7.3
2006,남녀전체,23. C91-C95,백혈병,05-09세,106,3.3
2006,남녀전체,23. C91-C95,백혈병,10-14세,107,3
2006,남녀전체,23. C91-C95,백혈병,15-19세,100,3.2
2006,남녀전체,23. C91-C95,백혈병,20-24세,70,1.9
2006,남녀전체,23. C91-C95,백혈병,25-29세,107,2.7
2006,남녀전체,23. C91-C95,백혈병,30-34세,115,2.7
2006,남녀전체,23. C91-C95,백혈병,35-39세,148,3.3
2006,남녀전체,23. C91-C95,백혈병,40-44세,152,3.6
2006,남녀전체,23. C91-C95,백혈병,45-49세,205,4.9
2006,남녀전체,23. C91-C95,백혈병,50-54세,174,5.6
2006,남녀전체,23. C91-C95,백혈병,55-59세,157,6.7
2006,남녀전체,23. C91-C95,백혈병,60-64세,187,9.5
2006,남녀전체,23. C91-C95,백혈병,65-69세,215,12.4
2006,남녀전체,23. C91-C95,백혈병,70-74세,185,14.8
2006,남녀전체,23. C91-C95,백혈병,75-79세,132,17.1
2006,남녀전체,23. C91-C95,백혈병,80-84세,79,18.2
2006,남녀전체,23. C91-C95,백혈병,85세이상,32,12.4
2006,남녀전체,23. C91-C95,백혈병,연령전체,2444,5
2006,남자,23. C91-C95,백혈병,00-04세,86,7
2006,남자,23. C91-C95,백혈병,05-09세,59,3.5
2006,남자,23. C91-C95,백혈병,10-14세,65,3.4
2006,남자,23. C91-C95,백혈병,15-19세,58,3.5
2006,남자,23. C91-C95,백혈병,20-24세,48,2.6
2006,남자,23. C91-C95,백혈병,25-29세,55,2.7
2006,남자,23. C91-C95,백혈병,30-34세,57,2.6
2006,남자,23. C91-C95,백혈병,35-39세,79,3.5
2006,남자,23. C91-C95,백혈병,40-44세,82,3.8
2006,남자,23. C91-C95,백혈병,45-49세,114,5.4
2006,남자,23. C91-C95,백혈병,50-54세,106,6.9
2006,남자,23. C91-C95,백혈병,55-59세,85,7.4
2006,남자,23. C91-C95,백혈병,60-64세,109,11.6
2006,남자,23. C91-C95,백혈병,65-69세,129,16.6
2006,남자,23. C91-C95,백혈병,70-74세,92,18.2
2006,남자,23. C91-C95,백혈병,75-79세,66,24.9
2006,남자,23. C91-C95,백혈병,80-84세,36,26.4
2006,남자,23. C91-C95,백혈병,85세이상,18,27.4
2006,남자,23. C91-C95,백혈병,연령전체,1344,5.5
2006,여자,23. C91-C95,백혈병,00-04세,87,7.6
2006,여자,23. C91-C95,백혈병,05-09세,47,3.1
2006,여자,23. C91-C95,백혈병,10-14세,42,2.5
2006,여자,23. C91-C95,백혈병,15-19세,42,2.8
2006,여자,23. C91-C95,백혈병,20-24세,22,1.3
2006,여자,23. C91-C95,백혈병,25-29세,52,2.7
2006,여자,23. C91-C95,백혈병,30-34세,58,2.8
2006,여자,23. C91-C95,백혈병,35-39세,69,3.1
2006,여자,23. C91-C95,백혈병,40-44세,70,3.4
2006,여자,23. C91-C95,백혈병,45-49세,91,4.4
2006,여자,23. C91-C95,백혈병,50-54세,68,4.4
2006,여자,23. C91-C95,백혈병,55-59세,72,6.1
2006,여자,23. C91-C95,백혈병,60-64세,78,7.5
2006,여자,23. C91-C95,백혈병,65-69세,86,9
2006,여자,23. C91-C95,백혈병,70-74세,93,12.5
2006,여자,23. C91-C95,백혈병,75-79세,66,13.1
2006,여자,23. C91-C95,백혈병,80-84세,43,14.5
2006,여자,23. C91-C95,백혈병,85세이상,14,7.3
2006,여자,23. C91-C95,백혈병,연령전체,1100,4.5
2007,남녀전체,23. C91-C95,백혈병,00-04세,145,6.3
2007,남녀전체,23. C91-C95,백혈병,05-09세,116,3.8
2007,남녀전체,23. C91-C95,백혈병,10-14세,115,3.3
2007,남녀전체,23. C91-C95,백혈병,15-19세,106,3.3
2007,남녀전체,23. C91-C95,백혈병,20-24세,86,2.5
2007,남녀전체,23. C91-C95,백혈병,25-29세,96,2.4
2007,남녀전체,23. C91-C95,백혈병,30-34세,122,3
2007,남녀전체,23. C91-C95,백혈병,35-39세,152,3.3
2007,남녀전체,23. C91-C95,백혈병,40-44세,147,3.5
2007,남녀전체,23. C91-C95,백혈병,45-49세,169,3.9
2007,남녀전체,23. C91-C95,백혈병,50-54세,182,5.5
2007,남녀전체,23. C91-C95,백혈병,55-59세,175,7.3
2007,남녀전체,23. C91-C95,백혈병,60-64세,177,9
2007,남녀전체,23. C91-C95,백혈병,65-69세,223,12.2
2007,남녀전체,23. C91-C95,백혈병,70-74세,200,15.1
2007,남녀전체,23. C91-C95,백혈병,75-79세,144,17.6
2007,남녀전체,23. C91-C95,백혈병,80-84세,95,21
2007,남녀전체,23. C91-C95,백혈병,85세이상,27,9.6
2007,남녀전체,23. C91-C95,백혈병,연령전체,2477,5
2007,남자,23. C91-C95,백혈병,00-04세,84,7
2007,남자,23. C91-C95,백혈병,05-09세,62,3.9
2007,남자,23. C91-C95,백혈병,10-14세,67,3.6
2007,남자,23. C91-C95,백혈병,15-19세,59,3.4
2007,남자,23. C91-C95,백혈병,20-24세,54,3.1
2007,남자,23. C91-C95,백혈병,25-29세,54,2.6
2007,남자,23. C91-C95,백혈병,30-34세,68,3.2
2007,남자,23. C91-C95,백혈병,35-39세,90,3.9
2007,남자,23. C91-C95,백혈병,40-44세,68,3.2
2007,남자,23. C91-C95,백혈병,45-49세,94,4.3
2007,남자,23. C91-C95,백혈병,50-54세,102,6.2
2007,남자,23. C91-C95,백혈병,55-59세,101,8.5
2007,남자,23. C91-C95,백혈병,60-64세,107,11.4
2007,남자,23. C91-C95,백혈병,65-69세,129,15.5
2007,남자,23. C91-C95,백혈병,70-74세,113,20.6
2007,남자,23. C91-C95,백혈병,75-79세,67,23.6
2007,남자,23. C91-C95,백혈병,80-84세,57,40.4
2007,남자,23. C91-C95,백혈병,85세이상,12,16.7
2007,남자,23. C91-C95,백혈병,연령전체,1388,5.6
2007,여자,23. C91-C95,백혈병,00-04세,61,5.5
2007,여자,23. C91-C95,백혈병,05-09세,54,3.7
2007,여자,23. C91-C95,백혈병,10-14세,48,2.9
2007,여자,23. C91-C95,백혈병,15-19세,47,3.1
2007,여자,23. C91-C95,백혈병,20-24세,32,2
2007,여자,23. C91-C95,백혈병,25-29세,42,2.1
2007,여자,23. C91-C95,백혈병,30-34세,54,2.7
2007,여자,23. C91-C95,백혈병,35-39세,62,2.8
2007,여자,23. C91-C95,백혈병,40-44세,79,3.9
2007,여자,23. C91-C95,백혈병,45-49세,75,3.5
2007,여자,23. C91-C95,백혈병,50-54세,80,4.9
2007,여자,23. C91-C95,백혈병,55-59세,74,6.1
2007,여자,23. C91-C95,백혈병,60-64세,70,6.9
2007,여자,23. C91-C95,백혈병,65-69세,94,9.4
2007,여자,23. C91-C95,백혈병,70-74세,87,11.1
2007,여자,23. C91-C95,백혈병,75-79세,77,14.5
2007,여자,23. C91-C95,백혈병,80-84세,38,12.2
2007,여자,23. C91-C95,백혈병,85세이상,15,7.2
2007,여자,23. C91-C95,백혈병,연령전체,1089,4.4
2008,남녀전체,23. C91-C95,백혈병,00-04세,156,6.8
2008,남녀전체,23. C91-C95,백혈병,05-09세,95,3.3
2008,남녀전체,23. C91-C95,백혈병,10-14세,102,2.9
2008,남녀전체,23. C91-C95,백혈병,15-19세,117,3.5
2008,남녀전체,23. C91-C95,백혈병,20-24세,85,2.6
2008,남녀전체,23. C91-C95,백혈병,25-29세,105,2.6
2008,남녀전체,23. C91-C95,백혈병,30-34세,117,2.9
2008,남녀전체,23. C91-C95,백혈병,35-39세,145,3.2
2008,남녀전체,23. C91-C95,백혈병,40-44세,170,4
2008,남녀전체,23. C91-C95,백혈병,45-49세,201,4.6
2008,남녀전체,23. C91-C95,백혈병,50-54세,182,5.2
2008,남녀전체,23. C91-C95,백혈병,55-59세,183,7.4
2008,남녀전체,23. C91-C95,백혈병,60-64세,201,10.1
2008,남녀전체,23. C91-C95,백혈병,65-69세,260,13.6
2008,남녀전체,23. C91-C95,백혈병,70-74세,211,15.1
2008,남녀전체,23. C91-C95,백혈병,75-79세,147,16.9
2008,남녀전체,23. C91-C95,백혈병,80-84세,72,15.1
2008,남녀전체,23. C91-C95,백혈병,85세이상,51,16.5
2008,남녀전체,23. C91-C95,백혈병,연령전체,2600,5.3
2008,남자,23. C91-C95,백혈병,00-04세,81,6.8
2008,남자,23. C91-C95,백혈병,05-09세,57,3.8
2008,남자,23. C91-C95,백혈병,10-14세,61,3.3
